State,Government,Mode,Type,Year,Amount (thousands)
Utah,State and Local,Transit,Expenditure,2010,825930
Utah,State and Local,Transit,Expenditure,2009,783436
Utah,State and Local,Transit,Expenditure,2008,498519
Utah,State and Local,Transit,Expenditure,2007,402180
Utah,State and Local,Transit,Expenditure,2006,268930
Utah,State and Local,Transit,Expenditure,2005,186496
Utah,State and Local,Transit,Expenditure,2004,225328
Vermont,Local,Highway,Expenditure,2021,411744
Vermont,Local,Highway,Expenditure,2020,394690
Vermont,Local,Highway,Expenditure,2019,387472
Vermont,Local,Highway,Expenditure,2018,339038
Vermont,Local,Highway,Expenditure,2017,322766
Vermont,Local,Highway,Expenditure,2016,305505
Vermont,Local,Highway,Expenditure,2015,331374
Vermont,Local,Highway,Expenditure,2014,300680
Vermont,Local,Highway,Expenditure,2013,300139
Vermont,Local,Highway,Expenditure,2012,325415
Vermont,Local,Highway,Expenditure,2011,304544
Vermont,Local,Highway,Expenditure,2010,265737
Vermont,Local,Highway,Expenditure,2009,263356
Vermont,Local,Highway,Expenditure,2008,203693
Vermont,Local,Highway,Expenditure,2007,202797
Vermont,Local,Highway,Expenditure,2006,187184
Vermont,Local,Highway,Expenditure,2005,173113
Vermont,Local,Highway,Expenditure,2004,156688
Vermont,Local,Transit,Expenditure,2021,31221
Vermont,Local,Transit,Expenditure,2020,36267
Vermont,Local,Transit,Expenditure,2019,32974
Vermont,Local,Transit,Expenditure,2018,35346
Vermont,Local,Transit,Expenditure,2017,32377
Vermont,Local,Transit,Expenditure,2016,31583
Vermont,Local,Transit,Expenditure,2015,31448
Vermont,Local,Transit,Expenditure,2014,29560
Vermont,Local,Transit,Expenditure,2013,29293
Vermont,Local,Transit,Expenditure,2012,30406
Vermont,Local,Transit,Expenditure,2011,28701
Vermont,Local,Transit,Expenditure,2010,25793
Vermont,Local,Transit,Expenditure,2009,25360
Vermont,Local,Transit,Expenditure,2008,16435
Vermont,Local,Transit,Expenditure,2007,14757
Vermont,Local,Transit,Expenditure,2006,15300
Vermont,Local,Transit,Expenditure,2005,14974
Vermont,Local,Transit,Expenditure,2004,10451
Vermont,State,Highway,Expenditure,2021,637733
Vermont,State,Highway,Expenditure,2020,616365
Vermont,State,Highway,Expenditure,2019,564889
Vermont,State,Highway,Expenditure,2018,581609
Vermont,State,Highway,Expenditure,2017,540002
Vermont,State,Highway,Expenditure,2016,559088
Vermont,State,Highway,Expenditure,2015,615037
Vermont,State,Highway,Expenditure,2014,553874
Vermont,State,Highway,Expenditure,2013,488243
Vermont,State,Highway,Expenditure,2012,579006
Vermont,State,Highway,Expenditure,2011,564419
Vermont,State,Highway,Expenditure,2010,505515
Vermont,State,Highway,Expenditure,2009,413688
Vermont,State,Highway,Expenditure,2008,389293
Vermont,State,Highway,Expenditure,2007,409553
Vermont,State,Highway,Expenditure,2006,320799
Vermont,State,Highway,Expenditure,2005,317022
Vermont,State,Highway,Expenditure,2004,282250
Vermont,State,Transit,Expenditure,2021,17
Vermont,State,Transit,Expenditure,2020,12
Vermont,State,Transit,Expenditure,2019,15
Vermont,State,Transit,Expenditure,2018,23
Vermont,State,Transit,Expenditure,2017,21
Vermont,State,Transit,Expenditure,2016,23
Vermont,State,Transit,Expenditure,2015,20
Vermont,State,Transit,Expenditure,2014,17
Vermont,State,Transit,Expenditure,2013,40
Vermont,State,Transit,Expenditure,2012,134
Vermont,State,Transit,Expenditure,2011,0
Vermont,State,Transit,Expenditure,2010,30001
Vermont,State,Transit,Expenditure,2009,29407
Vermont,State,Transit,Expenditure,2008,29674
Vermont,State,Transit,Expenditure,2007,24677
Vermont,State,Transit,Expenditure,2006,21962
Vermont,State,Transit,Expenditure,2005,19274
Vermont,State,Transit,Expenditure,2004,2753
Vermont,State and Local,Highway,Expenditure,2021,1049477
Vermont,State and Local,Highway,Expenditure,2020,1011055
Vermont,State and Local,Highway,Expenditure,2019,952361
Vermont,State and Local,Highway,Expenditure,2018,920647
Vermont,State and Local,Highway,Expenditure,2017,862768
Vermont,State and Local,Highway,Expenditure,2016,864593
Vermont,State and Local,Highway,Expenditure,2015,946411
Vermont,State and Local,Highway,Expenditure,2014,854554
Vermont,State and Local,Highway,Expenditure,2013,788382
Vermont,State and Local,Highway,Expenditure,2012,904421
Vermont,State and Local,Highway,Expenditure,2011,868963
Vermont,State and Local,Highway,Expenditure,2010,771252
Vermont,State and Local,Highway,Expenditure,2009,677044
Vermont,State and Local,Highway,Expenditure,2008,592986
Vermont,State and Local,Highway,Expenditure,2007,612350
Vermont,State and Local,Highway,Expenditure,2006,507983
Vermont,State and Local,Highway,Expenditure,2005,490135
Vermont,State and Local,Highway,Expenditure,2004,438938
Vermont,State and Local,Transit,Expenditure,2021,31238
Vermont,State and Local,Transit,Expenditure,2020,36279
Vermont,State and Local,Transit,Expenditure,2019,32989
Vermont,State and Local,Transit,Expenditure,2018,35369
Vermont,State and Local,Transit,Expenditure,2017,32398
Vermont,State and Local,Transit,Expenditure,2016,31606
Vermont,State and Local,Transit,Expenditure,2015,31468
Vermont,State and Local,Transit,Expenditure,2014,29577
Vermont,State and Local,Transit,Expenditure,2013,29333
Vermont,State and Local,Transit,Expenditure,2012,30540
Vermont,State and Local,Transit,Expenditure,2011,28701
Vermont,State and Local,Transit,Expenditure,2010,55794
Vermont,State and Local,Transit,Expenditure,2009,54767
Vermont,State and Local,Transit,Expenditure,2008,46109
Vermont,State and Local,Transit,Expenditure,2007,39434
Vermont,State and Local,Transit,Expenditure,2006,37262
Vermont,State and Local,Transit,Expenditure,2005,34248
Vermont,State and Local,Transit,Expenditure,2004,13204
Virginia,Local,Highway,Expenditure,2021,3954104
Virginia,Local,Highway,Expenditure,2020,2397715
Virginia,Local,Highway,Expenditure,2019,2473504
Virginia,Local,Highway,Expenditure,2018,2206872
Virginia,Local,Highway,Expenditure,2017,2056010
Virginia,Local,Highway,Expenditure,2016,1830774
Virginia,Local,Highway,Expenditure,2015,1988680
Virginia,Local,Highway,Expenditure,2014,1722559
Virginia,Local,Highway,Expenditure,2013,1458609
Virginia,Local,Highway,Expenditure,2012,1501982
Virginia,Local,Highway,Expenditure,2011,1188636
Virginia,Local,Highway,Expenditure,2010,1143585
Virginia,Local,Highway,Expenditure,2009,1274392
Virginia,Local,Highway,Expenditure,2008,1191470
Virginia,Local,Highway,Expenditure,2007,1049448
Virginia,Local,Highway,Expenditure,2006,991358
Virginia,Local,Highway,Expenditure,2005,947812
Virginia,Local,Highway,Expenditure,2004,760440
Virginia,Local,Transit,Expenditure,2021,1286570
Virginia,Local,Transit,Expenditure,2020,1411615
Virginia,Local,Transit,Expenditure,2019,1339439
Virginia,Local,Transit,Expenditure,2018,1375181
Virginia,Local,Transit,Expenditure,2017,1313660
Virginia,Local,Transit,Expenditure,2016,1089078
Virginia,Local,Transit,Expenditure,2015,851637
Virginia,Local,Transit,Expenditure,2014,924212
Virginia,Local,Transit,Expenditure,2013,1155596
Virginia,Local,Transit,Expenditure,2012,1073920
Virginia,Local,Transit,Expenditure,2011,552235
Virginia,Local,Transit,Expenditure,2010,522291
Virginia,Local,Transit,Expenditure,2009,531373
Virginia,Local,Transit,Expenditure,2008,482422
Virginia,Local,Transit,Expenditure,2007,367930
Virginia,Local,Transit,Expenditure,2006,336303
Virginia,Local,Transit,Expenditure,2005,294784
Virginia,Local,Transit,Expenditure,2004,237049
Virginia,State,Highway,Expenditure,2021,7457846
Virginia,State,Highway,Expenditure,2020,6613482
Virginia,State,Highway,Expenditure,2019,6514068
Virginia,State,Highway,Expenditure,2018,6652646
Virginia,State,Highway,Expenditure,2017,5609817
Virginia,State,Highway,Expenditure,2016,6680484
Virginia,State,Highway,Expenditure,2015,5756964
Virginia,State,Highway,Expenditure,2014,4831078
Virginia,State,Highway,Expenditure,2013,4661905
Virginia,State,Highway,Expenditure,2012,5113358
Virginia,State,Highway,Expenditure,2011,4308772
Virginia,State,Highway,Expenditure,2010,3439464
Virginia,State,Highway,Expenditure,2009,3624477
Virginia,State,Highway,Expenditure,2008,3782526
Virginia,State,Highway,Expenditure,2007,3133259
Virginia,State,Highway,Expenditure,2006,3007598
Virginia,State,Highway,Expenditure,2005,3193715
Virginia,State,Highway,Expenditure,2004,3030082
Virginia,State,Transit,Expenditure,2021,484439
Virginia,State,Transit,Expenditure,2020,210537
Virginia,State,Transit,Expenditure,2019,177828
Virginia,State,Transit,Expenditure,2018,111675
Virginia,State,Transit,Expenditure,2017,146998
Virginia,State,Transit,Expenditure,2016,127460
Virginia,State,Transit,Expenditure,2015,62372
Virginia,State,Transit,Expenditure,2014,0
Virginia,State,Transit,Expenditure,2013,0
Virginia,State,Transit,Expenditure,2012,0
Virginia,State,Transit,Expenditure,2011,0
Virginia,State,Transit,Expenditure,2010,0
Virginia,State,Transit,Expenditure,2009,2453
Virginia,State,Transit,Expenditure,2008,1430
Virginia,State,Transit,Expenditure,2007,3570
Virginia,State,Transit,Expenditure,2006,53890
Virginia,State,Transit,Expenditure,2005,40197
Virginia,State,Transit,Expenditure,2004,18759
Virginia,State and Local,Highway,Expenditure,2021,11411950
Virginia,State and Local,Highway,Expenditure,2020,9011197
Virginia,State and Local,Highway,Expenditure,2019,8987572
Virginia,State and Local,Highway,Expenditure,2018,8859518
Virginia,State and Local,Highway,Expenditure,2017,7665827
Virginia,State and Local,Highway,Expenditure,2016,8511258
Virginia,State and Local,Highway,Expenditure,2015,7745644
Virginia,State and Local,Highway,Expenditure,2014,6553637
Virginia,State and Local,Highway,Expenditure,2013,6120514
Virginia,State and Local,Highway,Expenditure,2012,6615340
Virginia,State and Local,Highway,Expenditure,2011,5497408
Virginia,State and Local,Highway,Expenditure,2010,4583049
Virginia,State and Local,Highway,Expenditure,2009,4898869
Virginia,State and Local,Highway,Expenditure,2008,4973996
Virginia,State and Local,Highway,Expenditure,2007,4182707
Virginia,State and Local,Highway,Expenditure,2006,3998956
Virginia,State and Local,Highway,Expenditure,2005,4141527
Virginia,State and Local,Highway,Expenditure,2004,3790522
Virginia,State and Local,Transit,Expenditure,2021,1771009
Virginia,State and Local,Transit,Expenditure,2020,1622152
Virginia,State and Local,Transit,Expenditure,2019,1517267
Virginia,State and Local,Transit,Expenditure,2018,1486856
Virginia,State and Local,Transit,Expenditure,2017,1460658
Virginia,State and Local,Transit,Expenditure,2016,1216538
Virginia,State and Local,Transit,Expenditure,2015,914009
Virginia,State and Local,Transit,Expenditure,2014,924212
Virginia,State and Local,Transit,Expenditure,2013,1155596
Virginia,State and Local,Transit,Expenditure,2012,1073920
Virginia,State and Local,Transit,Expenditure,2011,552235
Virginia,State and Local,Transit,Expenditure,2010,522291
Virginia,State and Local,Transit,Expenditure,2009,533826
Virginia,State and Local,Transit,Expenditure,2008,483852
Virginia,State and Local,Transit,Expenditure,2007,371500
Virginia,State and Local,Transit,Expenditure,2006,390193
Virginia,State and Local,Transit,Expenditure,2005,334981
Virginia,State and Local,Transit,Expenditure,2004,255808
Washington,Local,Highway,Expenditure,2021,3837231
Washington,Local,Highway,Expenditure,2020,3961430
Washington,Local,Highway,Expenditure,2019,3633789
Washington,Local,Highway,Expenditure,2018,3277984
Washington,Local,Highway,Expenditure,2017,3194939
Washington,Local,Highway,Expenditure,2016,3235534
Washington,Local,Highway,Expenditure,2015,2898583
Washington,Local,Highway,Expenditure,2014,2592360
Washington,Local,Highway,Expenditure,2013,2413372
Washington,Local,Highway,Expenditure,2012,2551093
Washington,Local,Highway,Expenditure,2011,2701747
Washington,Local,Highway,Expenditure,2010,3276493
Washington,Local,Highway,Expenditure,2009,3082119
Washington,Local,Highway,Expenditure,2008,2544273
Washington,Local,Highway,Expenditure,2007,2206221
Washington,Local,Highway,Expenditure,2006,1907476
Washington,Local,Highway,Expenditure,2005,1785912
Washington,Local,Highway,Expenditure,2004,1835516
Washington,Local,Transit,Expenditure,2021,4002763
Washington,Local,Transit,Expenditure,2020,4200306
Washington,Local,Transit,Expenditure,2019,3487160
Washington,Local,Transit,Expenditure,2018,3129046
Washington,Local,Transit,Expenditure,2017,2723628
Washington,Local,Transit,Expenditure,2016,2360125
Washington,Local,Transit,Expenditure,2015,2189558
Washington,Local,Transit,Expenditure,2014,2005798
Washington,Local,Transit,Expenditure,2013,2081734
Washington,Local,Transit,Expenditure,2012,2402452
Washington,Local,Transit,Expenditure,2011,1969356
Washington,Local,Transit,Expenditure,2010,1977907
Washington,Local,Transit,Expenditure,2009,1998960
Washington,Local,Transit,Expenditure,2008,1867562
Washington,Local,Transit,Expenditure,2007,1775114
Washington,Local,Transit,Expenditure,2006,1579573
Washington,Local,Transit,Expenditure,2005,1871878
Washington,Local,Transit,Expenditure,2004,1299323
Washington,State,Highway,Expenditure,2021,3693168
Washington,State,Highway,Expenditure,2020,3778364
Washington,State,Highway,Expenditure,2019,3600724
Washington,State,Highway,Expenditure,2018,3279337
Washington,State,Highway,Expenditure,2017,3502994
Washington,State,Highway,Expenditure,2016,3306645
Washington,State,Highway,Expenditure,2015,3594228
Washington,State,Highway,Expenditure,2014,3920331
Washington,State,Highway,Expenditure,2013,4249336
Washington,State,Highway,Expenditure,2012,4243430
Washington,State,Highway,Expenditure,2011,4153060
Washington,State,Highway,Expenditure,2010,4166755
Washington,State,Highway,Expenditure,2009,3890936
Washington,State,Highway,Expenditure,2008,3994555
Washington,State,Highway,Expenditure,2007,3780855
Washington,State,Highway,Expenditure,2006,2966921
Washington,State,Highway,Expenditure,2005,2798134
Washington,State,Highway,Expenditure,2004,2537231
Washington,State,Transit,Expenditure,2021,37003
Washington,State,Transit,Expenditure,2020,40563
Washington,State,Transit,Expenditure,2019,47098
Washington,State,Transit,Expenditure,2018,70534
Washington,State,Transit,Expenditure,2017,241960
Washington,State,Transit,Expenditure,2016,241802
Washington,State,Transit,Expenditure,2015,183308
Washington,State,Transit,Expenditure,2014,145292
Washington,State,Transit,Expenditure,2013,53628
Washington,State,Transit,Expenditure,2012,34366
Washington,State,Transit,Expenditure,2011,47600
Washington,State,Transit,Expenditure,2010,62939
Washington,State,Transit,Expenditure,2009,61806
Washington,State,Transit,Expenditure,2008,36932
Washington,State,Transit,Expenditure,2007,60285
Washington,State,Transit,Expenditure,2006,17861
Washington,State,Transit,Expenditure,2005,36683
Washington,State,Transit,Expenditure,2004,25072
Washington,State and Local,Highway,Expenditure,2021,7530399
Washington,State and Local,Highway,Expenditure,2020,7739794
Washington,State and Local,Highway,Expenditure,2019,7234513
Washington,State and Local,Highway,Expenditure,2018,6557321
Washington,State and Local,Highway,Expenditure,2017,6697933
Washington,State and Local,Highway,Expenditure,2016,6542179
Washington,State and Local,Highway,Expenditure,2015,6492811
Washington,State and Local,Highway,Expenditure,2014,6512691
Washington,State and Local,Highway,Expenditure,2013,6662708
Washington,State and Local,Highway,Expenditure,2012,6794523
Washington,State and Local,Highway,Expenditure,2011,6854807
Washington,State and Local,Highway,Expenditure,2010,7443248
Washington,State and Local,Highway,Expenditure,2009,6973055
Washington,State and Local,Highway,Expenditure,2008,6538828
Washington,State and Local,Highway,Expenditure,2007,5987076
Washington,State and Local,Highway,Expenditure,2006,4874397
Washington,State and Local,Highway,Expenditure,2005,4584046
Washington,State and Local,Highway,Expenditure,2004,4372747
Washington,State and Local,Transit,Expenditure,2021,4039766
Washington,State and Local,Transit,Expenditure,2020,4240869
Washington,State and Local,Transit,Expenditure,2019,3534258
Washington,State and Local,Transit,Expenditure,2018,3199580
Washington,State and Local,Transit,Expenditure,2017,2965588
Washington,State and Local,Transit,Expenditure,2016,2601927
Washington,State and Local,Transit,Expenditure,2015,2372866
Washington,State and Local,Transit,Expenditure,2014,2151090
Washington,State and Local,Transit,Expenditure,2013,2135362
Washington,State and Local,Transit,Expenditure,2012,2436818
Washington,State and Local,Transit,Expenditure,2011,2016956
