State,Mode,Year,Commute mode share (percent)
Louisiana,Worked at home,2014,0.026349851
Louisiana,Carpool,2014,0.097823571
Louisiana,Drove alone,2014,0.822318163
Louisiana,Bicycle,2013,0.005847502
Louisiana,Walked,2013,0.017126268
Louisiana,"Taxi, motorcycle, or other",2013,0.017225541
Louisiana,Public transportation,2013,0.01338818
Louisiana,Worked at home,2013,0.023872262
Louisiana,Carpool,2013,0.096487316
Louisiana,Drove alone,2013,0.826052931
Louisiana,Bicycle,2012,0.004327236
Louisiana,Walked,2012,0.018536503
Louisiana,"Taxi, motorcycle, or other",2012,0.016673543
Louisiana,Public transportation,2012,0.012471963
Louisiana,Worked at home,2012,0.023882211
Louisiana,Carpool,2012,0.098791823
Louisiana,Drove alone,2012,0.825316721
Louisiana,Bicycle,2011,0.00502555
Louisiana,Walked,2011,0.021533658
Louisiana,"Taxi, motorcycle, or other",2011,0.016191436
Louisiana,Public transportation,2011,0.013436137
Louisiana,Worked at home,2011,0.021623768
Louisiana,Carpool,2011,0.101644838
Louisiana,Drove alone,2011,0.820544613
Louisiana,Bicycle,2010,0.003454651
Louisiana,Walked,2010,0.019856349
Louisiana,"Taxi, motorcycle, or other",2010,0.016819879
Louisiana,Public transportation,2010,0.014391014
Louisiana,Worked at home,2010,0.021793541
Louisiana,Carpool,2010,0.106903194
Louisiana,Drove alone,2010,0.816781373
Maine,Bicycle,2022,0.004724666
Maine,Walked,2022,0.037598083
Maine,"Taxi, motorcycle, or other",2022,0.014144696
Maine,Public transportation,2022,0.005005948
Maine,Worked at home,2022,0.156948262
Maine,Carpool,2022,0.081519159
Maine,Drove alone,2022,0.700059187
Maine,Bicycle,2021,0.002878275
Maine,Walked,2021,0.03757807
Maine,"Taxi, motorcycle, or other",2021,0.010161023
Maine,Public transportation,2021,0.002576972
Maine,Worked at home,2021,0.177438623
Maine,Carpool,2021,0.076895823
Maine,Drove alone,2021,0.692471213
Maine,"Taxi, motorcycle, or other",2020,0.0424915
Maine,Public transportation,2020,0.005614049
Maine,Worked at home,2020,0.159693519
Maine,Carpool,2020,0.074281657
Maine,Drove alone,2020,0.717919275
Maine,Bicycle,2019,0.002711868
Maine,Walked,2019,0.038064935
Maine,"Taxi, motorcycle, or other",2019,0.009859707
Maine,Public transportation,2019,0.006371095
Maine,Worked at home,2019,0.062880328
Maine,Carpool,2019,0.095314993
Maine,Drove alone,2019,0.784797074
Maine,Bicycle,2018,0.004622107
Maine,Walked,2018,0.040628895
Maine,"Taxi, motorcycle, or other",2018,0.012046311
Maine,Public transportation,2018,0.005987116
Maine,Worked at home,2018,0.059519769
Maine,Carpool,2018,0.098845224
Maine,Drove alone,2018,0.778350577
Maine,Bicycle,2017,0.004875676
Maine,Walked,2017,0.040785154
Maine,"Taxi, motorcycle, or other",2017,0.010061402
Maine,Public transportation,2017,0.005804304
Maine,Worked at home,2017,0.059233084
Maine,Carpool,2017,0.093689586
Maine,Drove alone,2017,0.785550793
Maine,Bicycle,2016,0.00421605
Maine,Walked,2016,0.040065669
Maine,"Taxi, motorcycle, or other",2016,0.008855723
Maine,Public transportation,2016,0.006566921
Maine,Worked at home,2016,0.057803495
Maine,Carpool,2016,0.089539478
Maine,Drove alone,2016,0.792952663
Maine,Bicycle,2015,0.003177891
Maine,Walked,2015,0.038241567
Maine,"Taxi, motorcycle, or other",2015,0.011381943
Maine,Public transportation,2015,0.006357354
Maine,Worked at home,2015,0.057346634
Maine,Carpool,2015,0.08697709
Maine,Drove alone,2015,0.796517522
Maine,Bicycle,2014,0.004953821
Maine,Walked,2014,0.039456724
Maine,"Taxi, motorcycle, or other",2014,0.012753388
Maine,Public transportation,2014,0.008159788
Maine,Worked at home,2014,0.054100489
Maine,Carpool,2014,0.107422588
Maine,Drove alone,2014,0.773153202
Maine,Bicycle,2013,0.004542485
Maine,Walked,2013,0.039124499
Maine,"Taxi, motorcycle, or other",2013,0.011759919
Maine,Public transportation,2013,0.006856642
Maine,Worked at home,2013,0.057129143
Maine,Carpool,2013,0.106227083
Maine,Drove alone,2013,0.77436023
Maine,Bicycle,2012,0.004390449
Maine,Walked,2012,0.043464498
Maine,"Taxi, motorcycle, or other",2012,0.014428023
Maine,Public transportation,2012,0.005693023
Maine,Worked at home,2012,0.052590428
Maine,Carpool,2012,0.110362663
Maine,Drove alone,2012,0.769070915
Maine,Bicycle,2011,0.003439916
Maine,Walked,2011,0.037493662
Maine,"Taxi, motorcycle, or other",2011,0.011387692
Maine,Public transportation,2011,0.006477374
Maine,Worked at home,2011,0.054434973
Maine,Carpool,2011,0.09863259
Maine,Drove alone,2011,0.788133794
Maine,Bicycle,2010,0.006658827
Maine,Walked,2010,0.034854076
Maine,"Taxi, motorcycle, or other",2010,0.008722283
Maine,Public transportation,2010,0.004886964
Maine,Worked at home,2010,0.051540182
Maine,Carpool,2010,0.088715845
Maine,Drove alone,2010,0.804621822
Maryland,Bicycle,2022,0.002772667
Maryland,Walked,2022,0.018328872
Maryland,"Taxi, motorcycle, or other",2022,0.017171129
Maryland,Public transportation,2022,0.039520766
Maryland,Worked at home,2022,0.191902285
Maryland,Carpool,2022,0.079107071
Maryland,Drove alone,2022,0.65119721
Maryland,Bicycle,2021,0.002224846
Maryland,Walked,2021,0.017547814
Maryland,"Taxi, motorcycle, or other",2021,0.018132938
Maryland,Public transportation,2021,0.029869484
Maryland,Worked at home,2021,0.240201144
Maryland,Carpool,2021,0.069994358
Maryland,Drove alone,2021,0.622029416
Maryland,"Taxi, motorcycle, or other",2020,0.035773425
Maryland,Public transportation,2020,0.047582708
Maryland,Worked at home,2020,0.209292821
Maryland,Carpool,2020,0.069119972
Maryland,Drove alone,2020,0.638231074
Maryland,Bicycle,2019,0.0030886
Maryland,Walked,2019,0.022082436
Maryland,"Taxi, motorcycle, or other",2019,0.013549506
Maryland,Public transportation,2019,0.080321826
Maryland,Worked at home,2019,0.055132249
Maryland,Carpool,2019,0.086923526
Maryland,Drove alone,2019,0.738901857
Maryland,Bicycle,2018,0.003436565
Maryland,Walked,2018,0.020958221
Maryland,"Taxi, motorcycle, or other",2018,0.013018053
Maryland,Public transportation,2018,0.078999581
Maryland,Worked at home,2018,0.051846216
Maryland,Carpool,2018,0.088276154
Maryland,Drove alone,2018,0.743465211
Maryland,Bicycle,2017,0.003860602
Maryland,Walked,2017,0.021426192
Maryland,"Taxi, motorcycle, or other",2017,0.012597993
Maryland,Public transportation,2017,0.084732675
Maryland,Worked at home,2017,0.048891698
Maryland,Carpool,2017,0.091042451
Maryland,Drove alone,2017,0.73744839
Maryland,Bicycle,2016,0.002869636
Maryland,Walked,2016,0.024580409
Maryland,"Taxi, motorcycle, or other",2016,0.011942912
Maryland,Public transportation,2016,0.085041442
Maryland,Worked at home,2016,0.047425177
Maryland,Carpool,2016,0.089973484
Maryland,Drove alone,2016,0.738166941
Maryland,Bicycle,2015,0.00301238
Maryland,Walked,2015,0.025677369
Maryland,"Taxi, motorcycle, or other",2015,0.010574818
Maryland,Public transportation,2015,0.090472368
Maryland,Worked at home,2015,0.04397289
Maryland,Carpool,2015,0.08854819
Maryland,Drove alone,2015,0.737741984
Maryland,Bicycle,2014,0.003496198
Maryland,Walked,2014,0.023338614
Maryland,"Taxi, motorcycle, or other",2014,0.009779489
Maryland,Public transportation,2014,0.09027176
Maryland,Worked at home,2014,0.041484788
Maryland,Carpool,2014,0.092776766
Maryland,Drove alone,2014,0.738852386
Maryland,Bicycle,2013,0.00308594
Maryland,Walked,2013,0.023721319
Maryland,"Taxi, motorcycle, or other",2013,0.009137002
Maryland,Public transportation,2013,0.091142643
Maryland,Worked at home,2013,0.042402913
Maryland,Carpool,2013,0.090375994
Maryland,Drove alone,2013,0.740134189
Maryland,Bicycle,2012,0.003729817
Maryland,Walked,2012,0.02473371
Maryland,"Taxi, motorcycle, or other",2012,0.008616074
Maryland,Public transportation,2012,0.088762297
Maryland,Worked at home,2012,0.041886814
Maryland,Carpool,2012,0.098412121
Maryland,Drove alone,2012,0.733859167
Maryland,Bicycle,2011,0.002603397
Maryland,Walked,2011,0.022840133
Maryland,"Taxi, motorcycle, or other",2011,0.008142182
Maryland,Public transportation,2011,0.09196463
Maryland,Worked at home,2011,0.040806864
Maryland,Carpool,2011,0.101099632
Maryland,Drove alone,2011,0.732543162
Maryland,Bicycle,2010,0.001992313
Maryland,Walked,2010,0.022794323
Maryland,"Taxi, motorcycle, or other",2010,0.008866039
Maryland,Public transportation,2010,0.086247422
Maryland,Worked at home,2010,0.043060859
Maryland,Carpool,2010,0.106789595
Maryland,Drove alone,2010,0.73024945
Massachusetts,Bicycle,2022,0.007996226
Massachusetts,Walked,2022,0.040144445
Massachusetts,"Taxi, motorcycle, or other",2022,0.018794416
Massachusetts,Public transportation,2022,0.062053438
Massachusetts,Worked at home,2022,0.184290412
Massachusetts,Carpool,2022,0.07129214
Massachusetts,Drove alone,2022,0.615428924
Massachusetts,Bicycle,2021,0.006352693
Massachusetts,Walked,2021,0.037016585
Massachusetts,"Taxi, motorcycle, or other",2021,0.016697552
Massachusetts,Public transportation,2021,0.045049698
Massachusetts,Worked at home,2021,0.237101897
Massachusetts,Carpool,2021,0.062941553
Massachusetts,Drove alone,2021,0.594840021
Massachusetts,"Taxi, motorcycle, or other",2020,0.061698087
Massachusetts,Public transportation,2020,0.066088055
Massachusetts,Worked at home,2020,0.216351045
Massachusetts,Carpool,2020,0.06050806
Massachusetts,Drove alone,2020,0.595354753
Massachusetts,Bicycle,2019,0.008866733
Massachusetts,Walked,2019,0.049916543
Massachusetts,"Taxi, motorcycle, or other",2019,0.013452414
Massachusetts,Public transportation,2019,0.104249956
Massachusetts,Worked at home,2019,0.054437339
Massachusetts,Carpool,2019,0.072843576
Massachusetts,Drove alone,2019,0.696233439
Massachusetts,Bicycle,2018,0.008956534
Massachusetts,Walked,2018,0.050877137
Massachusetts,"Taxi, motorcycle, or other",2018,0.013066717
Massachusetts,Public transportation,2018,0.102125168
Massachusetts,Worked at home,2018,0.052978309
Massachusetts,Carpool,2018,0.074387898
Massachusetts,Drove alone,2018,0.697608238
Massachusetts,Bicycle,2017,0.009055725
Massachusetts,Walked,2017,0.048086775
Massachusetts,"Taxi, motorcycle, or other",2017,0.013202154
Massachusetts,Public transportation,2017,0.104077033
Massachusetts,Worked at home,2017,0.052846051
Massachusetts,Carpool,2017,0.07234456
Massachusetts,Drove alone,2017,0.700387701
Massachusetts,Bicycle,2016,0.008612708
Massachusetts,Walked,2016,0.048097869
Massachusetts,"Taxi, motorcycle, or other",2016,0.013468716
Massachusetts,Public transportation,2016,0.101174714
Massachusetts,Worked at home,2016,0.051381523
Massachusetts,Carpool,2016,0.076222768
Massachusetts,Drove alone,2016,0.701041702
Massachusetts,Bicycle,2015,0.007883114
Massachusetts,Walked,2015,0.050423412
Massachusetts,"Taxi, motorcycle, or other",2015,0.012554557
Massachusetts,Public transportation,2015,0.105507834
Massachusetts,Worked at home,2015,0.047538067
Massachusetts,Carpool,2015,0.074460519
Massachusetts,Drove alone,2015,0.701632498
Massachusetts,Bicycle,2014,0.008146314
Massachusetts,Walked,2014,0.048691499
Massachusetts,"Taxi, motorcycle, or other",2014,0.010708932
Massachusetts,Public transportation,2014,0.097983385
Massachusetts,Worked at home,2014,0.048151179
Massachusetts,Carpool,2014,0.074092417
Massachusetts,Drove alone,2014,0.712226274
Massachusetts,Bicycle,2013,0.00798151
Massachusetts,Walked,2013,0.04765216
Massachusetts,"Taxi, motorcycle, or other",2013,0.008658836
Massachusetts,Public transportation,2013,0.098861713
Massachusetts,Worked at home,2013,0.044340686
Massachusetts,Carpool,2013,0.074433164
Massachusetts,Drove alone,2013,0.718071931
Massachusetts,Bicycle,2012,0.008045661
Massachusetts,Walked,2012,0.049289334
Massachusetts,"Taxi, motorcycle, or other",2012,0.00892418
Massachusetts,Public transportation,2012,0.094433804
Massachusetts,Worked at home,2012,0.041863157
Massachusetts,Carpool,2012,0.078089251
Massachusetts,Drove alone,2012,0.719354612
Massachusetts,Bicycle,2011,0.006913399
Massachusetts,Walked,2011,0.046260326
Massachusetts,"Taxi, motorcycle, or other",2011,0.00883016
Massachusetts,Public transportation,2011,0.089426473
Massachusetts,Worked at home,2011,0.044905379
Massachusetts,Carpool,2011,0.081829383
Massachusetts,Drove alone,2011,0.72183488
Massachusetts,Bicycle,2010,0.006261054
Massachusetts,Walked,2010,0.046744677
Massachusetts,"Taxi, motorcycle, or other",2010,0.007711136
Massachusetts,Public transportation,2010,0.090536518
Massachusetts,Worked at home,2010,0.042338586
Massachusetts,Carpool,2010,0.078222561
Massachusetts,Drove alone,2010,0.728185468
Michigan,Bicycle,2022,0.003628719
Michigan,Walked,2022,0.020289762
Michigan,"Taxi, motorcycle, or other",2022,0.012101823
Michigan,Public transportation,2022,0.008356658
Michigan,Worked at home,2022,0.136576012
Michigan,Carpool,2022,0.0785726
Michigan,Drove alone,2022,0.740474426
Michigan,Bicycle,2021,0.003082071
Michigan,Walked,2021,0.017994652
Michigan,"Taxi, motorcycle, or other",2021,0.009719238
Michigan,Public transportation,2021,0.008414163
Michigan,Worked at home,2021,0.163879768
Michigan,Carpool,2021,0.072222966
Michigan,Drove alone,2021,0.724687142
Michigan,"Taxi, motorcycle, or other",2020,0.03414776
Michigan,Public transportation,2020,0.010961998
Michigan,Worked at home,2020,0.140391065
Michigan,Carpool,2020,0.078490657
Michigan,Drove alone,2020,0.73600852
Michigan,Bicycle,2019,0.003450336
Michigan,Walked,2019,0.021668949
Michigan,"Taxi, motorcycle, or other",2019,0.009247869
Michigan,Public transportation,2019,0.013998677
Michigan,Worked at home,2019,0.045093524
Michigan,Carpool,2019,0.08877311
Michigan,Drove alone,2019,0.817767535
Michigan,Bicycle,2018,0.004203223
Michigan,Walked,2018,0.022708669
Michigan,"Taxi, motorcycle, or other",2018,0.009146559
Michigan,Public transportation,2018,0.013632091
Michigan,Worked at home,2018,0.041090836
Michigan,Carpool,2018,0.089297251
Michigan,Drove alone,2018,0.819921369
Michigan,Bicycle,2017,0.004397403
Michigan,Walked,2017,0.021803271
Michigan,"Taxi, motorcycle, or other",2017,0.007438858
Michigan,Public transportation,2017,0.012886113
Michigan,Worked at home,2017,0.041883321
Michigan,Carpool,2017,0.08707341
Michigan,Drove alone,2017,0.824517623
Michigan,Bicycle,2016,0.004603803
Michigan,Walked,2016,0.020952502
Michigan,"Taxi, motorcycle, or other",2016,0.007616097
Michigan,Public transportation,2016,0.014301327
Michigan,Worked at home,2016,0.040190848
Michigan,Carpool,2016,0.088646193
Michigan,Drove alone,2016,0.82368923
Michigan,Bicycle,2015,0.004419209
Michigan,Walked,2015,0.023177605
Michigan,"Taxi, motorcycle, or other",2015,0.008502708
Michigan,Public transportation,2015,0.013316671
Michigan,Worked at home,2015,0.035932346
Michigan,Carpool,2015,0.086816934
Michigan,Drove alone,2015,0.827834526
Michigan,Bicycle,2014,0.004237984
Michigan,Walked,2014,0.022306059
Michigan,"Taxi, motorcycle, or other",2014,0.009150197
Michigan,Public transportation,2014,0.015322488
Michigan,Worked at home,2014,0.03655281
Michigan,Carpool,2014,0.089338559
Michigan,Drove alone,2014,0.823091903
Michigan,Bicycle,2013,0.004634425
Michigan,Walked,2013,0.021594568
Michigan,"Taxi, motorcycle, or other",2013,0.008449194
Michigan,Public transportation,2013,0.01530048
Michigan,Worked at home,2013,0.038483365
Michigan,Carpool,2013,0.087742493
Michigan,Drove alone,2013,0.823795475
Michigan,Bicycle,2012,0.005079818
Michigan,Walked,2012,0.02184162
Michigan,"Taxi, motorcycle, or other",2012,0.00782219
Michigan,Public transportation,2012,0.013098147
Michigan,Worked at home,2012,0.036731269
Michigan,Carpool,2012,0.090006724
Michigan,Drove alone,2012,0.825420232
Michigan,Bicycle,2011,0.004591738
Michigan,Walked,2011,0.021918033
Michigan,"Taxi, motorcycle, or other",2011,0.007590619
Michigan,Public transportation,2011,0.01432717
Michigan,Worked at home,2011,0.035198196
Michigan,Carpool,2011,0.089955912
Michigan,Drove alone,2011,0.826418332
Michigan,Bicycle,2010,0.003771785
Michigan,Walked,2010,0.021788883
Michigan,"Taxi, motorcycle, or other",2010,0.006943783
Michigan,Public transportation,2010,0.012744609
Michigan,Worked at home,2010,0.035528852
Michigan,Carpool,2010,0.085903052
Michigan,Drove alone,2010,0.833319035
Minnesota,Bicycle,2022,0.004797456
Minnesota,Walked,2022,0.025637673
Minnesota,"Taxi, motorcycle, or other",2022,0.012124388
Minnesota,Public transportation,2022,0.016292769
Minnesota,Worked at home,2022,0.171594533
Minnesota,Carpool,2022,0.076844098
Minnesota,Drove alone,2022,0.692709083
Minnesota,Bicycle,2021,0.004338165
Minnesota,Walked,2021,0.025136668
Minnesota,"Taxi, motorcycle, or other",2021,0.011641797
Minnesota,Public transportation,2021,0.013972151
Minnesota,Worked at home,2021,0.209042062
Minnesota,Carpool,2021,0.07134968
Minnesota,Drove alone,2021,0.664519477
Minnesota,"Taxi, motorcycle, or other",2020,0.037894892
Minnesota,Public transportation,2020,0.021155483
Minnesota,Worked at home,2020,0.19053874
Minnesota,Carpool,2020,0.065193551
Minnesota,Drove alone,2020,0.685217333
Minnesota,Bicycle,2019,0.006801645
Minnesota,Walked,2019,0.026212322
Minnesota,"Taxi, motorcycle, or other",2019,0.009938864
Minnesota,Public transportation,2019,0.034013295
Minnesota,Worked at home,2019,0.064479772
Minnesota,Carpool,2019,0.082320319
Minnesota,Drove alone,2019,0.776233782
Minnesota,Bicycle,2018,0.006388935
Minnesota,Walked,2018,0.027556173
Minnesota,"Taxi, motorcycle, or other",2018,0.008865613
Minnesota,Public transportation,2018,0.035491535
Minnesota,Worked at home,2018,0.060798203
Minnesota,Carpool,2018,0.083987429
Minnesota,Drove alone,2018,0.776912113
Minnesota,Bicycle,2017,0.007083748
Minnesota,Walked,2017,0.026329677
Minnesota,"Taxi, motorcycle, or other",2017,0.009321806
Minnesota,Public transportation,2017,0.036744041
Minnesota,Worked at home,2017,0.058811436
Minnesota,Carpool,2017,0.081501088
Minnesota,Drove alone,2017,0.780208205
Minnesota,Bicycle,2016,0.007039718
Minnesota,Walked,2016,0.026195879
Minnesota,"Taxi, motorcycle, or other",2016,0.007981298
Minnesota,Public transportation,2016,0.036243007
Minnesota,Worked at home,2016,0.058367186
Minnesota,Carpool,2016,0.085876954
Minnesota,Drove alone,2016,0.778295959
Minnesota,Bicycle,2015,0.008634035
Minnesota,Walked,2015,0.027094694
Minnesota,"Taxi, motorcycle, or other",2015,0.008566576
Minnesota,Public transportation,2015,0.036175425
Minnesota,Worked at home,2015,0.054999942
Minnesota,Carpool,2015,0.083212426
Minnesota,Drove alone,2015,0.781316902
Minnesota,Bicycle,2014,0.008866745
Minnesota,Walked,2014,0.02912861
Minnesota,"Taxi, motorcycle, or other",2014,0.00907768
Minnesota,Public transportation,2014,0.036550467
Minnesota,Worked at home,2014,0.051229844
Minnesota,Carpool,2014,0.088149181
Minnesota,Drove alone,2014,0.776997472
Minnesota,Bicycle,2013,0.007893278
Minnesota,Walked,2013,0.02925773
Minnesota,"Taxi, motorcycle, or other",2013,0.008588036
Minnesota,Public transportation,2013,0.035800068
Minnesota,Worked at home,2013,0.048826698
Minnesota,Carpool,2013,0.085777607
Minnesota,Drove alone,2013,0.783856583
Minnesota,Bicycle,2012,0.008136482
Minnesota,Walked,2012,0.028074935
Minnesota,"Taxi, motorcycle, or other",2012,0.007863232
Minnesota,Public transportation,2012,0.03273479
Minnesota,Worked at home,2012,0.053418104
Minnesota,Carpool,2012,0.089488877
Minnesota,Drove alone,2012,0.78028358
Minnesota,Bicycle,2011,0.007100271
Minnesota,Walked,2011,0.027325093
Minnesota,"Taxi, motorcycle, or other",2011,0.008724871
Minnesota,Public transportation,2011,0.034460746
Minnesota,Worked at home,2011,0.052017007
Minnesota,Carpool,2011,0.093056975
Minnesota,Drove alone,2011,0.777315037
Minnesota,Bicycle,2010,0.006517373
Minnesota,Walked,2010,0.028101573
Minnesota,"Taxi, motorcycle, or other",2010,0.009059643
